-1.707624127222823418e+00,8.873813741301670444e-01,1.508397255682771693e-02,-4.881425537828672501e-01,8.973335765665439723e-03,1.861060396362625852e-02,-1.623332145876196786e-02,-1.044900776367077566e-02,7.130792050607594884e-03,1.190337345663682045e-02
-1.194307984616542306e+00,2.054681732970346175e+00,-2.002586183001073272e-03,-4.368688925836204384e-01,7.221601587003780021e-03,3.824846461047026747e-03,-1.430884361068378643e-02,-8.914862955694718635e-03,-7.214300340384230230e-03,1.470929849620025015e-02
-3.328954699769202941e-02,-1.501138557251678440e+00,-1.139411549182406391e-02,6.122558538145680407e-01,-7.409555872523225506e-03,-1.862082686067254023e-02,1.716025987505271841e-02,9.720546824491620858e-03,-7.310280842007512055e-03,-7.439270392479776541e-03
-1.903465384727816900e+00,4.051750157567013400e-02,1.240088920174960661e-02,-6.924058311118239661e-01,1.439789862819708041e-02,2.173758427418269468e-02,-1.705755302859935166e-02,-7.740745670463206052e-03,6.866654905635006037e-03,1.281072555339468622e-02
-1.993534778565664523e+00,8.035444506968988376e-01,9.072336727484180824e-03,1.595863508081962479e-01,1.294777630003164648e-03,-1.192201657715415489e-03,-6.691719457339094165e-03,-3.400583970252408356e-03,1.231963744957401477e-02,1.130204740649831500e-02
-1.051325296624037731e-01,2.469316979167726522e+00,-1.970297521305166416e-02,-1.669533244634810454e-01,-6.165723561545589232e-03,1.970273904615850794e-03,-3.146325522329602910e-03,-6.354493020903538569e-03,-1.210882564602604877e-02,-7.543510818229748512e-03
7.844399219638924503e-01,-8.903739592640474987e-01,-2.586518688339728422e-02,1.304874133563343586e+00,-3.096997631419888541e-02,-3.642731420292405486e-02,3.698621544479241408e-02,1.385365378444335452e-02,-1.847381016854093838e-02,-2.848447589950923314e-02
-1.189882889726150639e+00,-6.719104032317660957e-01,7.388715011103811139e-03,-5.186351528473179817e-01,9.148278379427063692e-03,5.154415551373274160e-03,-9.243436304799314968e-03,-6.537581501513210075e-03,1.974800116993040769e-03,7.643511993116343904e-03
-9.884605483298821715e-01,4.754405425554838471e-01,8.238955569950563371e-03,1.098629164317055026e-02,6.744963089137455750e-03,-4.199695578814150072e-03,-8.332006981455019126e-03,1.293925133215478168e-03,1.225589378909254512e-02,1.068912949921505505e-02
-1.909884835320722951e+00,1.567213323873888342e+00,-1.612069025286355650e-02,3.150719937734804965e-01,-4.523848944571386838e-03,-1.071458553967413047e-02,5.175005604300792449e-04,5.846076250879270880e-03,-8.353793607152031758e-03,-1.321468428185360554e-03
-7.259130476713301916e-02,2.996676990752459080e+00,-5.654767422829266171e-03,2.625252237508465120e-02,-1.351850300698481666e-03,-3.436660632320599762e-03,-5.971703537958187626e-03,-1.799289353617838927e-04,-2.176697577830581654e-02,3.735564861720635198e-03
2.041666032465564218e+00,2.623296540876935090e+00,-1.671394597964603185e-02,1.493705248002253350e-01,-7.446657015299010945e-03,-7.772299057689871851e-03,2.661129936245294758e-03,-7.933626742478740862e-03,8.032380009908210959e-04,-2.053991327663250155e-02
-2.157095658200953725e+00,4.564862034575024041e-01,5.276441609151687195e-03,-5.320045951696299458e-01,1.055231696630010499e-02,9.450170777935673269e-03,-1.032797307290030456e-02,-3.592042870428427404e-03,5.282650003385529550e-03,1.586324719717919357e-02
-1.397624088534717701e-01,-1.589746275456727975e+00,-3.193844243817152428e-02,1.816718085636822133e+00,-2.538654769241135978e-02,-5.717998493016208938e-02,3.973161739078220206e-02,1.006857026068945851e-02,-1.150920445257028885e-02,-2.157957462676596619e-02
8.167267210677557898e-01,-8.043701088952139866e-01,-1.195809458304439299e-02,7.729462033014588007e-01,-1.656202542956375368e-02,-2.267358983835369990e-02,1.400481673833097254e-02,5.588871044389844694e-03,-6.683899437874423442e-03,-2.073665095451016419e-02
-1.731078473895120373e+00,-9.122212872690660390e-01,1.177102349158191952e-02,-1.212849355154220488e-01,6.271165465257003482e-03,7.443975007852264222e-03,-6.635473558718404247e-03,-2.228229259679040397e-04,8.989978344149759937e-03,5.233294723483848665e-03
5.021309186726113927e-01,-1.018189530511055985e+00,-2.298883764945874875e-02,1.456041631156455463e+00,-2.784610125765656086e-02,-3.908644113206361653e-02,3.594548453548640499e-02,1.434856768551136599e-02,-6.545540102740567655e-03,-1.737771647147562035e-02
1.007407739594437412e+00,2.652746351532186075e+00,-1.762835017178343566e-02,-2.370622183611540146e-01,3.017548724664684268e-03,1.852447301373953692e-03,-5.395972852732678487e-03,-1.275580884777725160e-03,-1.266616152543258156e-02,-2.210655157665067806e-03
3.349119077112169496e+00,2.380722484184002230e+00,-1.121377325982135520e-02,-5.880118672278396297e-02,-6.608603805841585521e-03,-1.165763415196110347e-03,4.657757996581936115e-03,-8.261005291173850740e-04,-5.246037226121615625e-03,-2.385646192923225953e-02
