1.868568978363984057e+00,-1.034928725907559910e+00,9.008968509841163222e-03,8.636197971007408131e-04,-1.041912950064534729e-02,-6.324852138192611599e-03,2.167694303937402547e-03,1.944816357870282706e-03,-1.401418084146200402e-03,5.653618259500975407e-03
1.421466822951032549e+00,1.109004575445124985e+00,-1.044612856064953445e-02,-4.034513308334482934e-03,8.421505273873770153e-03,1.400674668670802078e-02,-1.098184967549305571e-02,7.455674981605098228e-03,-1.264847951083731409e-02,4.362117321506954193e-01
-2.806124954713936415e+00,9.274603268456308447e-01,-1.039660742011961486e-02,1.597199481925112331e-03,2.362677858978329964e-03,6.082853334691469029e-03,4.831841830238048363e-03,1.197340921099556560e-02,-5.278047902307532197e-04,-3.396923178265230381e-01
2.041087603968659625e+00,-1.325355698115902259e+00,1.068095766773093612e-02,-4.023672924527574996e-03,-2.187890419460072206e-02,-3.575272921190325581e-02,1.301553829567781220e-02,-2.329252912080884141e-02,3.123571643698186406e-02,-9.641280888413119587e-01
-1.018959959632498746e+00,-2.205182921577349742e+00,-3.817961097095151721e-03,-2.485808976566011158e-03,5.509903421349915051e-03,5.850694008540186820e-03,-4.441827918652111601e-03,-1.523910736573301332e-03,-6.146567731395175677e-03,2.642546417828361971e-02
-2.031930065143563002e+00,-1.565992673349568598e+00,-1.038023508415361097e-02,4.753660727474863165e-03,1.448325251951960296e-02,1.372668578217391480e-02,-7.595328223714822857e-03,7.145544072112277288e-03,-6.208504404329710444e-03,2.750632158541186922e-01
-2.366183172802531320e+00,-7.707726937054431016e-01,-7.098124281899572188e-03,1.324041651130625045e-02,1.544109894355483875e-03,8.649697533007229960e-03,3.088873562995093913e-03,6.621698247963951969e-03,-1.180025750550727382e-03,-2.887836203118476774e-01
1.607810310078231719e+00,-9.439986566305165194e-01,1.025457716949944656e-02,9.204278870875739343e-03,-1.553790005993596623e-02,-9.595637783479351451e-03,4.409484418289220942e-03,-5.599663114761884407e-03,3.866376825756062414e-03,-2.545372465004521745e-01
1.651238022661371874e+00,-1.643883743091873739e-01,1.364048610333400309e-02,5.882922509023726446e-03,-1.257866386658336444e-02,-1.346291040361393548e-02,6.538398703411583274e-03,-6.020028761260893917e-03,8.104831607682286276e-03,-2.006576540646207996e-01
-1.809783884477479177e+00,-1.814456392815019470e+00,-3.902744441360329452e-03,-5.927008257984405643e-03,7.929926962294098908e-03,-6.376775151493122192e-03,2.641526064020582182e-03,-3.249302220693716693e-03,9.966227125854987268e-03,-3.222177012207035340e-01
